日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index English Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
2022-02-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5752.41,5796.24,5714.22,5740.49,-40.89,-0.71,66557.08,8137.85,3992
2022-02-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5745.62,5803.44,5737.92,5802.1,61.6,1.07,61042.02,7802.45,3992
2022-02-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5827.23,5851.2,5817.13,5834.87,32.78,0.56,61247.98,7520.4,3992
2022-02-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5829.88,5876.83,5815.78,5847.26,12.39,0.21,68424.23,8480.25,3992
2022-02-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5814.67,5880.72,5806.62,5880.72,33.45,0.57,64332.78,7535.94,3992
2022-02-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5881.53,5900.98,5862.25,5899.37,18.66,0.32,70256.37,8432.79,3992
2022-02-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5865.07,5865.07,5801.62,5833.27,-66.1,-1.12,73869.53,9176.26,3992
2022-02-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5841.41,5922.48,5841.41,5920.83,87.56,1.5,73743.06,9791.9,3993
2022-02-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5887.52,5921.85,5731.71,5796.59,-124.24,-2.1,105518.01,12849.81,3995
2022-02-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5840.21,5904.83,5837.99,5852.91,56.32,0.97,76989.9,9615.24,3997
2022-02-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5850.27,5871.87,5795.93,5871.87,18.96,0.32,70098.72,8897.92,4000
2022-03-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5887.7,5908.61,5865.34,5906.54,34.67,0.59,68393.62,9119.7,4003
2022-03-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5879.21,5885.59,5848.52,5881.33,-25.21,-0.43,69065.49,8433.01,4004
2022-03-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5902.56,5907.8,5838.57,5848.3,-33.03,-0.56,81938.08,9483.82,4006
2022-03-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5807.95,5842.45,5757.24,5775.76,-72.55,-1.24,79531.31,9394.53,4006
2022-03-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5748.95,5748.95,5603.65,5626.12,-149.64,-2.59,77739.9,9579.87,4006
2022-03-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5630.37,5649.51,5460.65,5479.18,-146.94,-2.61,84946.33,10375.78,4008
2022-03-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5494.84,5522.61,5208.95,5419.23,-59.95,-1.09,92923.71,10865.32,4010
2022-03-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5537.82,5568.89,5508.72,5516.75,97.52,1.8,78910.17,10071.63,4011
2022-03-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5442.65,5555.4,5378.5,5545.91,29.16,0.53,78429.71,9822.36,4013
2022-03-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5487.67,5525.68,5388.1,5388.1,-157.81,-2.84,70914.47,9070.02,4013
2022-03-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5334.71,5371.13,5129.93,5129.93,-258.17,-4.79,90387.7,10562.52,4013
2022-03-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5218.12,5340.48,5052.7,5327.4,197.48,3.85,89719.22,11204.06,4014
2022-03-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5411.22,5512.81,5405.52,5427.15,99.74,1.87,90048.23,11986.0,4015
2022-03-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5404.44,5486.88,5389.81,5472.6,45.45,0.84,77609.23,9268.49,4017
2022-03-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5485.92,5521.51,5438.39,5495.71,23.11,0.42,78127.32,9468.2,4018
2022-03-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5486.0,5524.32,5458.47,5486.42,-9.29,-0.17,77719.12,8937.16,4022
2022-03-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5500.0,5527.96,5474.4,5513.02,26.61,0.48,75619.02,8793.22,4023
2022-03-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5482.27,5502.46,5432.4,5469.68,-43.35,-0.79,72615.61,8553.54,4025
2022-03-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5469.63,5484.91,5394.21,5394.21,-75.47,-1.38,73593.44,8587.62,4027
2022-03-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5348.24,5406.0,5296.17,5368.16,-26.05,-0.48,72862.47,8145.44,4030
2022-03-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5377.27,5399.56,5326.19,5341.91,-26.25,-0.49,70341.19,8088.99,4034
2022-03-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5368.16,5470.17,5362.77,5470.17,128.26,2.4,77360.15,9045.74,4036
2022-03-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5450.59,5462.91,5417.14,5426.81,-43.37,-0.79,84963.61,9505.53,4038
2022-04-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5394.34,5480.07,5379.61,5465.37,38.56,0.71,80526.17,8831.01,4040
2022-04-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5452.13,5467.67,5420.98,5460.94,-4.42,-0.08,87151.95,9158.47,4045
2022-04-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5432.48,5468.24,5366.14,5366.14,-94.81,-1.74,83806.75,8682.81,4046
2022-04-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5370.38,5384.24,5296.62,5368.12,1.98,0.04,83115.92,8702.87,4048
2022-04-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5339.32,5339.32,5177.19,5196.91,-171.21,-3.19,84350.73,9139.25,4054
2022-04-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5194.25,5287.29,5156.22,5287.29,90.39,1.74,82518.12,8685.51,4059
2022-04-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5257.3,5287.52,5214.91,5214.91,-72.38,-1.37,78505.9,8221.4,4062
2022-04-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5247.24,5306.93,5232.56,5278.86,63.95,1.23,73618.72,8201.48,4062
2022-04-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5246.21,5276.61,5213.12,5239.97,-38.89,-0.74,80190.16,8597.99,4066
2022-04-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5198.49,5248.76,5157.93,5239.12,-0.85,-0.02,67121.81,7325.28,4067
2022-04-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5234.31,5267.37,5200.01,5230.22,-8.9,-0.17,65792.34,7334.52,4070
2022-04-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5225.63,5230.41,5129.09,5144.99,-85.23,-1.63,71774.82,7694.37,4074
2022-04-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5119.58,5154.66,4982.61,5000.75,-144.24,-2.8,76486.04,7912.92,4079
2022-04-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4966.23,5028.75,4926.85,4987.41,-13.34,-0.27,66217.05,6895.84,4080
2022-04-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4894.35,4901.99,4684.68,4684.68,-302.73,-6.07,83568.03,8302.71,4080
2022-04-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4688.92,4741.5,4586.44,4598.62,-86.07,-1.84,78725.11,7821.46,4083
2022-04-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4553.38,4761.22,4546.69,4761.11,162.49,3.53,84486.74,8597.85,4086
2022-04-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4736.81,4801.8,4697.63,4758.38,-2.73,-0.06,73452.11,7848.97,4089
2022-04-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4785.8,4917.74,4764.21,4912.34,153.96,3.23,83363.9,9037.6,4092
2022-05-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4894.49,4979.14,4889.33,4943.8,31.46,0.64,75139.85,8459.5,4095
2022-05-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4835.77,4888.46,4822.53,4841.9,-101.9,-2.06,67719.61,7053.71,4098
2022-05-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4821.7,4876.9,4818.11,4849.07,7.17,0.15,59636.04,6228.59,4100
2022-05-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4781.89,4926.35,4769.2,4916.98,67.91,1.4,74206.24,7908.8,4101
2022-05-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4919.89,5063.39,4919.52,4972.38,55.4,1.13,88530.87,10093.42,4104
2022-05-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4942.26,5000.9,4930.52,4972.72,0.33,0.01,71030.47,7648.99,4108
2022-05-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4998.05,5019.15,4961.52,5009.05,36.33,0.73,68205.85,7097.64,4112
2022-05-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5042.21,5050.48,4975.59,4990.87,-18.18,-0.36,70843.61,7390.4,4104
2022-05-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4992.9,5032.02,4960.04,5032.02,41.15,0.82,67566.85,7413.01,4106
2022-05-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5038.11,5064.17,5003.45,5026.7,-5.31,-0.1,66986.69,7232.44,4109
2022-05-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4955.18,5051.28,4947.43,5051.28,24.58,0.49,70634.51,7572.67,4110
2022-05-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5073.46,5134.75,5072.86,5134.75,83.47,1.65,76911.72,8680.08,4112
2022-05-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5143.29,5150.51,5105.69,5147.96,13.21,0.26,72875.58,8084.57,4114
2022-05-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5147.16,5147.68,4984.09,4984.09,-163.87,-3.18,85244.72,9284.77,4115
2022-05-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4982.47,5041.7,4978.57,5041.7,57.61,1.15,67041.25,7147.73,4119
2022-05-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5047.7,5090.02,4979.6,5067.07,25.38,0.5,72624.01,7757.68,4121
2022-05-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5093.78,5122.33,5037.91,5070.03,2.96,0.06,71272.82,7649.65,4122
2022-05-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5091.38,5113.68,5058.47,5112.36,42.33,0.83,68377.0,7619.84,4127
2022-05-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5114.21,5188.61,5088.72,5183.75,71.39,1.4,75238.7,8813.74,4128
2022-06-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5173.26,5201.04,5148.71,5186.75,3.0,0.06,73151.31,8302.91,4130
2022-06-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5165.32,5218.14,5155.15,5215.26,28.5,0.55,71952.89,8312.07,4132
2022-06-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5217.83,5318.68,5200.45,5318.12,102.86,1.97,83199.71,10421.02,4134
2022-06-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5319.19,5343.58,5284.11,5321.39,3.27,0.06,80806.51,9735.29,4138
2022-06-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5325.44,5360.66,5264.63,5353.9,32.51,0.61,86114.52,10323.88,4140
2022-06-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5343.06,5350.31,5258.02,5282.04,-71.85,-1.34,81100.53,9217.61,4142
2022-06-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5245.12,5375.33,5241.49,5372.42,90.38,1.71,83789.1,9998.81,4143
2022-06-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5325.85,5372.47,5300.68,5348.96,-23.46,-0.44,86048.96,10409.71,4138
2022-06-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5292.51,5377.02,5216.25,5376.42,27.45,0.51,89235.06,10448.07,4138
2022-06-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5381.96,5496.92,5381.38,5405.99,29.58,0.55,105707.0,12410.01,4141
2022-06-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5408.06,5452.06,5383.07,5401.59,-4.4,-0.08,87755.79,10317.77,4144
2022-06-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5364.48,5472.31,5361.26,5463.18,61.59,1.14,81781.79,10402.46,4147
2022-06-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5477.52,5533.43,5454.72,5499.68,36.5,0.67,84864.31,11091.67,4151
2022-06-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5497.34,5519.42,5423.95,5475.34,-24.35,-0.44,84548.04,10256.37,4152
2022-06-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5480.58,5482.92,5403.72,5405.17,-70.17,-1.28,77723.53,9383.48,4154
2022-06-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5411.76,5508.27,5385.52,5508.27,103.1,1.91,83638.29,10207.94,4157
2022-06-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5521.22,5579.73,5514.82,5573.0,64.74,1.18,85057.19,10947.58,4158
2022-06-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5599.2,5654.25,5599.2,5628.99,55.99,1.0,88709.53,11656.52,4161
2022-06-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5628.04,5701.56,5598.88,5696.23,67.23,1.19,90668.0,11584.41,4164
2022-06-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5677.79,5701.95,5581.36,5585.66,-110.56,-1.94,97699.78,12466.08,4165
2022-06-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5586.86,5691.4,5586.86,5659.08,73.42,1.31,84571.74,11001.25,4170
2022-07-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5661.76,5675.75,5625.27,5643.53,-15.55,-0.27,76879.39,9950.31,4171
2022-07-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5629.54,5691.57,5599.15,5691.57,48.04,0.85,78219.88,10773.63,4172
2022-07-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5700.39,5721.49,5608.68,5673.54,-18.03,-0.32,86374.98,11215.71,4174
2022-07-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5654.96,5664.96,5554.75,5598.7,-74.85,-1.32,79246.92,10293.77,4177
2022-07-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5598.72,5651.86,5563.29,5636.23,37.54,0.67,75173.74,10007.29,4181
2022-07-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5661.02,5674.43,5610.34,5614.36,-21.88,-0.39,74957.17,9775.34,4183
2022-07-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5591.43,5591.43,5495.39,5532.41,-81.95,-1.46,75491.62,9573.5,4191
2022-07-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5530.55,5548.13,5457.18,5465.12,-67.29,-1.22,74169.84,9255.82,4192
2022-07-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5464.91,5513.57,5437.89,5493.75,28.63,0.52,74218.95,8934.52,4194
2022-07-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5482.17,5549.13,5470.94,5515.92,22.17,0.4,78949.29,9758.38,4194
2022-07-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5490.21,5536.15,5428.6,5428.6,-87.32,-1.58,84226.13,10275.51,4197
2022-07-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5443.65,5512.72,5417.18,5510.26,81.66,1.5,78443.68,9656.36,4199
2022-07-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5511.37,5528.92,5472.77,5514.1,3.84,0.07,76619.56,9434.22,4200
2022-07-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5535.17,5564.85,5525.73,5555.33,41.23,0.75,72654.3,9002.25,4203
2022-07-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5542.57,5556.89,5506.75,5506.75,-48.57,-0.87,78009.73,9654.26,4203
2022-07-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5518.97,5546.04,5450.51,5494.21,-12.54,-0.23,72705.62,8883.58,4207
2022-07-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5493.64,5502.01,5434.77,5448.76,-45.45,-0.83,66797.93,8136.55,4210
2022-07-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5454.65,5510.11,5432.36,5501.61,52.85,0.97,64586.53,7863.62,4213
2022-07-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5491.17,5518.96,5478.7,5509.78,8.17,0.15,65085.02,8177.25,4214
2022-07-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5534.29,5568.19,5516.64,5525.87,16.09,0.29,75087.82,9513.83,4217
2022-07-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5529.04,5544.77,5463.76,5473.79,-52.08,-0.94,75183.0,9546.81,4220
2022-08-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5464.32,5510.88,5429.48,5507.31,33.53,0.61,71036.54,9392.5,4223
2022-08-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5449.81,5449.81,5309.9,5362.35,-144.97,-2.63,94058.49,11152.41,4225
2022-08-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5369.42,5431.61,5303.79,5317.24,-45.1,-0.84,80912.48,10501.89,4226
2022-08-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5346.21,5369.96,5297.03,5362.64,45.4,0.85,65111.55,8435.92,4229
2022-08-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5373.98,5442.59,5361.68,5439.48,76.84,1.43,69062.75,9241.27,4233
2022-08-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5426.44,5468.64,5417.87,5468.26,28.78,0.53,64347.36,8867.02,4234
2022-08-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5462.85,5485.29,5446.27,5484.24,15.98,0.29,64766.56,8881.37,4234
2022-08-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5473.31,5494.32,5433.43,5457.03,-27.2,-0.5,65132.56,9063.03,4235
2022-08-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5481.6,5548.59,5468.01,5548.59,91.55,1.68,75109.71,10046.46,4238
2022-08-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5540.12,5560.13,5529.87,5531.18,-17.41,-0.31,74990.45,9274.33,4241
2022-08-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5519.46,5561.1,5512.71,5545.1,13.92,0.25,70721.22,9173.4,4246
2022-08-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5550.88,5584.16,5543.14,5557.91,12.81,0.23,75052.68,9580.36,4249
2022-08-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5564.39,5596.56,5531.54,5589.95,32.05,0.58,79560.86,10122.29,4251
2022-08-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5577.17,5579.51,5554.98,5570.33,-19.62,-0.35,76152.24,9870.19,4253
2022-08-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5568.02,5580.59,5510.88,5510.88,-59.45,-1.07,80981.93,10506.14,4255
2022-08-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5494.3,5554.7,5483.73,5554.7,43.81,0.8,73748.1,9635.59,4256
2022-08-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5545.17,5560.38,5528.04,5549.69,-5.01,-0.09,73177.79,9405.0,4258
2022-08-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5556.6,5558.94,5400.73,5406.5,-143.18,-2.58,85750.96,10597.27,4261
2022-08-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5422.36,5431.03,5349.04,5424.19,17.69,0.33,75582.44,9225.59,4261
2022-08-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5435.63,5467.48,5397.06,5405.15,-19.03,-0.35,69091.24,8707.5,4262
2022-08-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5339.43,5408.94,5330.88,5408.94,3.79,0.07,65134.32,7894.95,4263
2022-08-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5408.19,5412.66,5357.39,5383.79,-25.16,-0.46,66338.63,7858.02,4264
2022-08-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5363.2,5376.81,5282.44,5307.69,-76.09,-1.41,75966.71,9431.37,4265
2022-09-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5299.99,5336.02,5265.05,5272.15,-35.54,-0.67,62879.21,7446.88,4267
2022-09-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5283.66,5301.61,5260.25,5284.22,12.06,0.23,58642.11,6971.82,4267
2022-09-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5275.24,5294.26,5250.86,5289.04,4.82,0.09,61026.07,7197.24,4267
2022-09-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5302.12,5361.05,5286.79,5361.05,72.02,1.36,68628.88,8195.96,4270
2022-09-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5340.26,5390.72,5333.28,5375.77,14.71,0.27,68272.22,8185.03,4272
2022-09-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5378.59,5383.26,5338.11,5341.61,-34.15,-0.63,64143.73,7381.36,4274
2022-09-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5352.23,5386.82,5335.82,5382.32,40.71,0.76,62737.53,7317.34,4278
2022-09-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5401.9,5411.27,5378.28,5392.68,10.36,0.19,60968.3,7266.77,4287
2022-09-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5318.88,5360.32,5306.4,5336.62,-56.06,-1.04,57311.56,6729.96,4290
2022-09-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5357.13,5361.38,5191.57,5238.51,-98.11,-1.84,72835.91,8634.05,4291
2022-09-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5222.41,5226.37,5116.66,5116.66,-121.85,-2.32,67366.74,7534.79,4294
2022-09-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5110.23,5135.23,5062.13,5087.45,-29.21,-0.57,54581.1,6186.1,4296
2022-09-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5114.37,5152.83,5106.56,5122.9,35.45,0.7,51288.23,6102.27,4296
2022-09-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5107.86,5130.32,5056.07,5108.49,-14.41,-0.28,53780.09,5957.99,4296
2022-09-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5073.11,5128.05,5066.59,5081.77,-26.72,-0.52,51606.43,5955.43,4298
2022-09-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5078.45,5096.33,4990.44,5025.85,-55.93,-1.1,55085.08,6205.85,4299
2022-09-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4990.19,5061.51,4971.49,4978.04,-47.81,-0.95,55350.21,6241.96,4301
2022-09-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4990.42,5066.03,4975.79,5066.03,87.99,1.77,52216.2,6214.6,4302
2022-09-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5053.61,5053.61,4951.41,4951.41,-114.62,-2.26,52209.89,6021.68,4303
2022-09-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4996.96,5006.9,4921.95,4947.52,-3.89,-0.08,51375.32,5816.69,4306
2022-09-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4948.4,4967.31,4899.43,4899.43,-48.09,-0.97,45561.55,5217.18,4308
2022-10-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4905.8,4909.59,4789.01,4799.51,-99.93,-2.04,51157.63,5860.63,4308
2022-10-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4809.85,4837.19,4772.58,4822.2,22.69,0.47,45868.07,5277.32,4309
2022-10-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4818.01,4924.71,4743.19,4924.71,102.51,2.13,56390.0,6666.51,4309
2022-10-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4894.54,4961.69,4886.45,4920.1,-4.62,-0.09,57178.8,6811.42,4310
2022-10-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4955.84,5059.13,4954.39,5037.35,117.26,2.38,63404.57,8099.2,4311
2022-10-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5014.35,5071.05,5008.5,5067.48,30.13,0.6,61404.02,7563.29,4315
2022-10-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5087.88,5108.78,5055.11,5073.4,5.92,0.12,60178.52,7416.51,4318
2022-10-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5059.87,5075.18,5011.42,5011.42,-61.97,-1.22,56622.31,7110.77,4321
2022-10-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4980.0,5053.21,4939.39,4985.68,-25.74,-0.51,58908.84,7422.04,4324
2022-10-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4987.21,5010.77,4961.5,4980.53,-5.16,-0.1,55733.16,6621.26,4327
2022-10-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4977.14,5034.66,4858.14,4882.28,-98.25,-1.97,67166.06,8315.84,4328
2022-10-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4862.0,4917.1,4808.13,4871.92,-10.36,-0.21,61415.78,7544.0,4331
