日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index English Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
2024-08-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4103.19,4119.59,4080.88,4119.59,16.21,0.39,52398.62,4690.16,5077
2024-08-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4118.04,4118.15,4085.42,4085.42,-34.17,-0.83,51073.29,4682.9,5076
2024-08-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4075.33,4147.66,4070.9,4123.22,37.8,0.92,65479.78,5807.1,5078
2024-08-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4125.0,4138.2,4109.58,4114.9,-8.33,-0.2,64230.51,5790.46,5081
2024-08-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4110.61,4152.28,4110.56,4120.84,5.94,0.14,61941.32,5596.24,5087
2024-08-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4122.69,4123.92,4058.7,4070.88,-49.96,-1.21,63012.72,5477.01,5087
2024-08-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4058.22,4077.14,4051.76,4056.5,-14.38,-0.35,55605.75,4990.67,5088
2024-08-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4057.22,4062.13,4019.44,4023.82,-32.67,-0.8,58971.8,5390.73,5089
2024-08-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4014.48,4042.97,4006.5,4030.28,6.46,0.16,55297.89,5007.6,5092
2024-08-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4032.68,4044.8,4023.19,4038.77,8.49,0.21,55596.8,5174.4,5092
2024-08-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4027.26,4027.26,3993.46,4000.62,-38.15,-0.94,55268.98,5021.53,5092
2024-08-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3991.25,4010.24,3983.37,3993.48,-7.14,-0.18,53591.35,4852.34,5093
2024-08-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3977.79,4028.09,3974.25,4015.73,22.26,0.56,63545.71,5951.94,5093
2024-08-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4012.76,4125.07,4012.76,4081.14,65.41,1.63,89770.74,8634.12,5094
2024-09-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4070.65,4074.79,4008.3,4008.3,-72.84,-1.78,75449.75,6943.17,5096
2024-09-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4004.71,4045.44,4004.71,4033.15,24.85,0.62,62370.76,5685.83,5096
2024-09-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4008.05,4040.13,4002.36,4009.45,-23.69,-0.59,59135.13,5455.57,5096
2024-09-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4011.0,4042.21,4011.0,4027.25,17.79,0.44,57078.23,5243.09,5097
2024-09-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4030.64,4037.07,3978.05,3978.54,-48.7,-1.21,59193.39,5302.36,5098
2024-09-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3959.72,3969.65,3928.24,3944.29,-34.25,-0.86,57067.21,5084.09,5100
2024-09-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3946.19,3965.21,3902.68,3951.87,7.58,0.19,59062.93,5181.5,5100
2024-09-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3938.21,3956.5,3926.29,3942.17,-9.7,-0.24,53795.34,4911.88,5101
2024-09-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3945.99,3971.82,3927.53,3927.79,-14.38,-0.36,55835.31,5061.26,5101
2024-09-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3929.85,3939.84,3897.46,3897.46,-30.33,-0.77,58185.93,5168.14,5101
2024-09-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3896.84,3912.03,3859.23,3900.15,2.68,0.07,56494.5,4720.5,5104
2024-09-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3912.5,3975.41,3883.43,3950.41,50.27,1.29,70978.73,6182.53,5104
2024-09-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3947.44,3953.21,3919.65,3946.98,-3.44,-0.09,64945.4,5653.32,5106
2024-09-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3945.39,3977.88,3936.96,3956.01,9.04,0.23,60619.68,5425.49,5107
2024-09-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,3984.72,4116.34,3963.79,4116.34,160.33,4.05,104318.99,9600.9,5107
2024-09-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4167.99,4254.74,4160.13,4168.58,52.24,1.27,125776.37,11441.93,5109
2024-09-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4163.04,4336.29,4157.79,4336.29,167.7,4.02,125714.77,11485.53,5110
2024-09-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4415.55,4560.33,4400.2,4544.97,208.69,4.81,141206.9,14315.36,5110
2024-09-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4735.14,5006.72,4669.67,4984.11,439.14,9.66,237723.12,25644.57,5113
2024-10-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5563.49,5563.49,5086.98,5335.26,351.14,7.04,285093.86,34151.75,5113
2024-10-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5210.36,5245.77,4922.25,4936.74,-398.52,-7.47,223832.03,29205.22,5113
2024-10-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4968.89,5090.22,4854.29,4945.88,9.14,0.19,177270.31,21252.69,5114
2024-10-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4909.88,4909.88,4727.83,4779.72,-166.15,-3.36,134852.17,15517.35,5115
2024-10-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4811.12,4914.02,4744.03,4902.06,122.34,2.56,137965.62,16206.81,5114
2024-10-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4876.6,4939.33,4791.45,4791.45,-110.62,-2.26,134724.83,16217.22,5114
2024-10-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4726.25,4840.06,4724.97,4781.72,-9.73,-0.2,119651.08,13598.53,5114
2024-10-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4812.09,4851.37,4745.14,4745.74,-35.98,-0.75,127825.65,14892.63,5116
2024-10-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4735.31,5019.36,4729.2,4922.77,177.03,3.73,163374.23,20944.16,5116
2024-10-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4954.02,5038.38,4911.96,4977.0,54.24,1.1,162588.15,21889.03,5117
2024-10-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4971.72,5033.9,4951.79,5009.9,32.9,0.66,149614.07,19258.07,5117
2024-10-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5003.21,5087.18,4987.36,5027.8,17.9,0.36,155856.41,19342.98,5118
2024-10-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5000.85,5013.41,4966.88,4988.08,-39.72,-0.79,125569.35,15288.79,5119
2024-10-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4996.22,5093.55,4996.22,5053.28,65.2,1.31,145424.57,17927.24,5119
2024-10-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5057.65,5112.43,5033.04,5112.43,59.15,1.17,161766.93,18719.58,5120
2024-10-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5127.91,5141.28,5049.44,5051.02,-61.41,-1.2,174199.79,20751.63,5120
2024-10-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5025.93,5073.95,4997.92,5043.21,-7.81,-0.15,158127.33,18583.91,5121
2024-10-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5047.49,5112.69,5024.52,5083.66,40.45,0.8,186780.12,22248.6,5122
2024-11-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5073.06,5097.34,4994.54,5007.72,-75.94,-1.49,201276.45,22317.43,5124
2024-11-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5005.52,5092.35,5005.52,5092.35,84.63,1.69,147725.96,16969.84,5126
2024-11-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5089.41,5246.71,5080.37,5242.77,150.41,2.95,189055.68,23155.16,5126
2024-11-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5259.23,5316.55,5216.21,5247.85,5.08,0.1,209908.04,25818.95,5126
2024-11-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5202.76,5380.97,5196.12,5380.97,133.13,2.54,216254.68,25203.03,5127
2024-11-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5439.35,5455.99,5345.4,5358.71,-22.26,-0.41,219770.24,26875.23,5128
2024-11-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5328.38,5433.27,5324.22,5432.46,73.75,1.38,192109.81,25041.28,5131
2024-11-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5439.32,5474.98,5326.2,5369.46,-63.0,-1.16,192491.32,25428.94,5131
2024-11-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5337.56,5387.61,5299.57,5383.85,14.39,0.27,155000.64,19993.97,5132
2024-11-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5369.54,5379.52,5247.07,5253.11,-130.74,-2.43,143985.26,18332.28,5132
2024-11-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5232.74,5276.66,5145.15,5145.15,-107.96,-2.05,144929.11,18292.25,5132
2024-11-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5164.03,5191.08,5045.4,5073.11,-72.04,-1.4,160205.22,17688.66,5136
2024-11-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5076.01,5151.02,5018.9,5150.73,77.63,1.53,138519.23,15710.83,5136
2024-11-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5137.02,5223.32,5130.93,5207.6,56.87,1.1,137076.77,16238.98,5136
2024-11-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5197.6,5232.53,5173.83,5214.57,6.96,0.13,133913.08,16268.4,5136
2024-11-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5203.8,5217.81,5038.09,5038.09,-176.47,-3.38,154342.27,18006.87,5136
2024-11-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5048.7,5065.58,4974.15,5041.09,3.0,0.06,129673.18,14990.39,5137
2024-11-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5028.31,5071.37,5006.01,5007.98,-33.11,-0.66,117309.17,13102.32,5137
2024-11-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4985.63,5101.44,4938.49,5101.35,93.37,1.86,129214.14,14610.52,5137
2024-11-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5100.96,5122.13,5065.6,5073.56,-27.79,-0.54,135187.81,15000.71,5138
2024-11-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5064.9,5193.52,5058.61,5145.26,71.7,1.41,145978.57,17163.16,5139
2024-12-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5143.91,5230.97,5141.0,5222.44,77.18,1.5,159612.28,17970.69,5141
2024-12-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5225.93,5247.14,5183.62,5226.35,3.91,0.07,159340.91,17287.4,5141
2024-12-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5220.63,5232.93,5154.94,5176.4,-49.96,-0.95,153742.31,16677.58,5141
2024-12-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5157.41,5214.16,5157.4,5202.14,25.74,0.5,137604.87,14992.82,5143
2024-12-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5207.08,5289.73,5186.6,5263.5,61.37,1.18,170948.89,17879.48,5144
2024-12-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5261.5,5285.29,5211.86,5244.53,-18.97,-0.36,162995.31,16310.11,5145
2024-12-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5407.15,5413.23,5276.19,5284.53,40.0,0.76,194548.99,21931.91,5145
2024-12-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5269.58,5319.0,5269.35,5315.08,30.54,0.58,167877.61,17712.89,5145
2024-12-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5314.56,5367.52,5294.37,5364.52,49.44,0.93,172171.56,18595.05,5147
2024-12-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5329.7,5329.7,5251.22,5253.02,-111.5,-2.08,183462.17,20627.34,5148
2024-12-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5251.28,5260.17,5192.63,5211.62,-41.4,-0.79,152986.88,16922.94,5145
2024-12-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5201.27,5218.16,5138.03,5144.22,-67.4,-1.29,140607.69,15005.44,5145
2024-12-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5154.76,5204.74,5141.29,5176.28,32.06,0.62,123641.16,13547.56,5146
2024-12-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5127.14,5193.42,5116.61,5181.08,4.8,0.09,125975.72,14437.39,5147
2024-12-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5170.21,5230.88,5170.21,5192.88,11.8,0.23,120689.62,15060.45,5148
2024-12-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5189.92,5200.58,5103.3,5108.74,-84.13,-1.62,133093.55,15201.77,5151
2024-12-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5114.8,5167.63,5105.93,5167.17,58.42,1.14,111720.85,12940.97,5151
2024-12-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5166.58,5168.08,5092.63,5126.42,-40.75,-0.79,112160.11,12703.09,5151
2024-12-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5118.8,5168.83,5114.36,5156.01,29.59,0.58,99939.59,12617.92,5152
2024-12-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5157.63,5211.8,5149.09,5162.95,6.94,0.13,116299.98,14230.61,5153
2024-12-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5154.7,5175.57,5135.17,5157.78,-5.17,-0.1,104331.94,12625.03,5156
2024-12-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5158.26,5164.57,5042.39,5042.39,-115.39,-2.24,112812.18,13342.92,5156
2025-01-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5036.01,5040.15,4871.96,4909.43,-132.96,-2.64,122134.32,13857.27,5156
2025-01-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4917.09,4927.66,4796.41,4801.42,-108.01,-2.2,118062.13,12555.69,5157
2025-01-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4794.57,4827.42,4754.14,4787.24,-14.18,-0.29,99921.93,10507.33,5158
2025-01-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4783.83,4849.69,4772.81,4848.59,61.35,1.28,98198.77,10687.64,5158
2025-01-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4828.61,4869.83,4733.2,4839.62,-8.97,-0.19,113928.26,12358.19,5158
2025-01-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4821.51,4864.93,4817.09,4839.22,-0.4,-0.01,97283.19,11056.3,5158
2025-01-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4834.08,4859.64,4750.96,4750.96,-88.26,-1.82,100192.54,11361.83,5159
2025-01-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4706.19,4774.3,4702.58,4747.52,-3.45,-0.07,86230.03,9555.62,5160
2025-01-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4760.63,4921.6,4752.7,4917.66,170.14,3.58,114544.62,13457.59,5160
2025-01-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4909.79,4920.84,4877.61,4887.91,-29.74,-0.6,101952.36,11867.17,5160
2025-01-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4910.61,4970.61,4868.32,4905.29,17.38,0.36,109706.09,12695.51,5161
2025-01-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4887.75,4950.81,4880.17,4921.77,16.48,0.34,94606.83,11299.04,5161
2025-01-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4952.41,4986.27,4936.77,4950.81,29.04,0.59,97802.98,11764.91,5164
2025-01-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4975.69,4978.75,4923.98,4958.66,7.85,0.16,96690.1,11955.63,5164
2025-01-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4940.25,4940.25,4895.9,4912.58,-46.08,-0.93,88305.97,11253.86,5164
2025-01-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4957.3,5008.75,4907.95,4907.95,-4.63,-0.09,108959.82,13423.81,5164
2025-01-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4894.39,4967.28,4894.32,4961.68,53.73,1.09,97134.02,12119.59,5166
2025-01-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4969.82,4986.65,4917.46,4917.46,-44.22,-0.89,90357.48,11060.58,5167
2025-02-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4957.85,4960.3,4906.31,4924.57,7.11,0.14,97556.71,12801.26,5170
2025-02-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4916.9,5020.21,4911.87,5019.83,95.27,1.93,115943.11,15310.71,5170
2025-02-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5021.88,5133.1,5014.53,5091.99,72.15,1.44,147276.85,19619.37,5171
2025-02-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5104.57,5141.21,5085.6,5138.89,46.9,0.92,135326.13,17353.74,5173
2025-02-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5141.29,5141.29,5097.09,5117.79,-21.1,-0.41,127498.9,16513.83,5173
2025-02-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5105.6,5178.27,5103.38,5178.27,60.48,1.18,126674.98,16888.37,5173
2025-02-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5174.94,5196.28,5140.3,5144.59,-33.68,-0.65,139824.49,18314.47,5173
2025-02-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5136.05,5181.75,5130.5,5176.71,32.12,0.62,130762.69,17234.53,5173
2025-02-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5199.74,5212.37,5163.52,5203.31,26.6,0.51,144434.49,19480.67,5171
2025-02-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5193.86,5206.14,5101.48,5118.43,-84.88,-1.63,138767.08,18005.97,5171
2025-02-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5112.05,5197.02,5112.05,5196.59,78.16,1.53,124153.43,17268.36,5171
2025-02-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5193.0,5221.43,5178.75,5209.81,13.22,0.25,127772.44,17684.47,5171
2025-02-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5220.17,5284.25,5196.77,5281.61,71.8,1.38,150446.41,22058.08,5171
2025-02-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5276.94,5302.7,5244.14,5279.43,-2.19,-0.04,146844.56,20896.35,5171
2025-02-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5217.82,5281.88,5210.99,5235.79,-43.64,-0.83,132725.8,18998.27,5171
2025-02-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5246.22,5296.02,5243.58,5296.02,60.23,1.15,138481.7,19439.29,5171
2025-02-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5296.48,5314.11,5225.88,5292.38,-3.64,-0.07,145934.86,20136.22,5171
2025-02-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5266.08,5269.99,5139.91,5148.11,-144.27,-2.72,138089.87,18744.88,5172
2025-03-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5162.11,5221.48,5128.32,5154.63,6.52,0.13,121716.35,16350.12,5173
2025-03-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5118.63,5188.51,5116.59,5186.22,31.59,0.61,106114.7,14521.28,5172
2025-03-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5187.65,5211.32,5158.83,5210.57,24.35,0.47,112635.51,15205.27,5172
2025-03-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5237.18,5307.82,5234.4,5296.25,85.68,1.64,135382.39,19249.46,5172
2025-03-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5279.64,5312.06,5252.34,5273.74,-22.51,-0.43,133008.09,18342.95,5172
2025-03-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5278.96,5291.3,5234.39,5270.71,-3.03,-0.06,111851.1,15212.84,5173
2025-03-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5210.41,5290.46,5208.66,5290.46,19.75,0.37,110609.31,14891.04,5173
2025-03-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5306.72,5331.19,5284.99,5290.28,-0.18,0.0,124816.73,16943.51,5173
2025-03-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5284.76,5297.25,5209.07,5243.65,-46.63,-0.88,123928.15,16184.29,5175
2025-03-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5246.8,5351.4,5242.0,5351.4,107.75,2.05,133558.96,18140.35,5175
2025-03-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5368.75,5376.84,5349.6,5357.62,6.22,0.12,121068.22,15941.45,5174
2025-03-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5373.99,5389.65,5355.64,5376.81,19.19,0.36,111583.85,15339.9,5174
2025-03-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5365.92,5383.98,5338.02,5359.46,-17.35,-0.32,108890.71,14780.45,5174
2025-03-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5355.41,5365.55,5321.46,5326.79,-32.67,-0.61,109991.82,14482.73,5176
2025-03-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5309.81,5326.85,5223.49,5237.76,-89.03,-1.67,123996.88,15510.57,5176
2025-03-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5237.08,5246.13,5155.88,5223.99,-13.77,-0.26,122795.54,14471.18,5176
2025-03-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5222.25,5236.72,5188.22,5204.13,-19.86,-0.38,104936.0,12622.54,5177
2025-03-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5195.29,5235.39,5195.29,5210.36,6.23,0.12,98045.42,11566.99,5177
2025-03-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5197.01,5249.83,5165.86,5211.81,1.45,0.03,97127.84,11876.69,5177
2025-03-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5207.7,5219.33,5165.66,5170.93,-40.88,-0.78,95102.55,11195.74,5179
2025-03-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5147.34,5165.73,5082.91,5126.14,-44.78,-0.87,102340.15,12167.31,5180
2025-04-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5135.91,5172.74,5133.7,5145.06,18.92,0.37,91494.27,11293.42,5180
2025-04-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5139.31,5175.93,5137.71,5148.33,3.27,0.06,79636.71,9695.76,5181
2025-04-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5093.73,5152.22,5084.98,5108.33,-40.0,-0.78,91238.12,11328.55,5181
2025-04-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4828.03,4868.95,4563.4,4634.98,-473.35,-9.27,138496.69,15887.86,5181
2025-04-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4628.38,4704.22,4606.87,4683.41,48.42,1.04,146971.44,16246.19,5183
2025-04-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4615.83,4779.65,4516.78,4765.74,82.34,1.76,154434.17,17057.28,5183
2025-04-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4849.61,4904.71,4825.13,4856.61,90.87,1.91,138200.35,16268.09,5183
2025-04-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4836.28,4922.6,4832.52,4890.05,33.44,0.69,110798.05,13640.56,5184
2025-04-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4933.22,4960.96,4919.27,4932.88,42.83,0.88,108169.64,12872.7,5175
2025-04-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4931.78,4935.93,4896.47,4926.38,-6.5,-0.13,92693.85,10823.96,5176
2025-04-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4916.75,4917.07,4835.33,4900.33,-26.04,-0.53,96828.6,11109.45,5176
2025-04-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4875.15,4929.38,4872.23,4906.09,5.75,0.12,86152.4,10012.84,5176
2025-04-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4894.78,4915.01,4876.66,4905.05,-1.04,-0.02,83320.41,9220.86,5176
2025-04-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4898.76,4962.86,4886.17,4960.53,55.49,1.13,90269.06,10477.27,5175
2025-04-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4954.63,4977.5,4949.89,4956.49,-4.04,-0.08,95975.76,10939.57,5175
2025-04-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4978.82,4992.75,4960.92,4973.18,16.69,0.34,101159.05,12306.72,5175
2025-04-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4970.97,4989.75,4932.1,4948.76,-24.42,-0.49,95387.36,11059.25,5175
2025-04-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4955.96,4984.42,4943.11,4958.08,9.32,0.19,97045.42,11055.13,5175
2025-04-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4954.64,4954.92,4921.39,4928.41,-29.66,-0.6,94292.57,10485.85,5175
2025-04-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4915.78,4951.05,4908.06,4938.31,9.89,0.2,87173.73,10143.26,5175
